Title,Question,Answer,Relevant_doc,Question_answer
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"As described in M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , What is the definition and calculation method of 10 percent?","The 10 percent threshold refers to when a human metabolite comprises greater than 10 percent of the measured total exposure to drug and metabolites, usually based on group mean AUC (e.g., AUC \({}_{0\text{-inf}}\)).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: What is the definition and calculation method of 10 percent?
  Answer: The 10 percent threshold refers to when a human metabolite comprises greater than 10 percent of the measured total exposure to drug and metabolites, usually based on group mean AUC (e.g., AUC \({}_{0\text{-inf}}\)).
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"According to the M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals  The M3(R2) guidance says: ""Nonclinical characterization of a human metabolite(s) is only warranted when that metabolite(s) is observed at exposures greater than 10 percent of total drug-related exposure and at significantly greater levels in humans than the maximum exposure seen in the toxicity studies.""","Because the parent drug and metabolites contribute to the target organ toxicity profile observed in animals at the MTD, the exposure comparisons across species should be conducted at the MTD in the animal compared to the maximum exposure in humans at the therapeutic dose, assuming the toxicity of concern can be adequately monitored in humans and does not pose an unacceptable risk. If the toxicity at the MTD is not monitorable in humans or poses an unacceptable risk, then the exposure comparison should be conducted at the NOAEL for the toxicity of concern.",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: The M3(R2) guidance says: ""Nonclinical characterization of a human metabolite(s) is only warranted when that metabolite(s) is observed at exposures greater than 10 percent of total drug-related exposure and at significantly greater levels in humans than the maximum exposure seen in the toxicity studies.""_

_When a human metabolite exposure is compared to the maximum exposure of that metabolite in toxicity studies, should it always be to the highest exposure achieved in the animal studies or is it more appropriate in some cases to use the exposure at the NOAEL, NOEL (no observed effect level), or MTD?
  Answer: Because the parent drug and metabolites contribute to the target organ toxicity profile observed in animals at the MTD, the exposure comparisons across species should be conducted at the MTD in the animal compared to the maximum exposure in humans at the therapeutic dose, assuming the toxicity of concern can be adequately monitored in humans and does not pose an unacceptable risk. If the toxicity at the MTD is not monitorable in humans or poses an unacceptable risk, then the exposure comparison should be conducted at the NOAEL for the toxicity of concern.
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"According to the M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals  When in development, should data on nonclinical metabolites be available?","As described in ICH M3(R2), section III Toxicokinetic and Pharmacokine Studies (3), paragraph 1, in vitro metabolism data for animals and humans should be evaluated before initiating human clinical trials. Data on in vivo metabolism in test species and humans should be available before exposing large numbers of human subjects or treating for long duration (generally before phase 3).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: When in development, should data on nonclinical metabolites be available?
  Answer: As described in ICH M3(R2), section III Toxicokinetic and Pharmacokine Studies (3), paragraph 1, in vitro metabolism data for animals and humans should be evaluated before initiating human clinical trials. Data on in vivo metabolism in test species and humans should be available before exposing large numbers of human subjects or treating for long duration (generally before phase 3).
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"Guideline title: M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals  Clarification is sought on metabolites that may not be of toxicological concern. In ICH M3(R2), what is meant by ""most"" in the phrase ""most glutathione conjugates""? Would acyl glucuronides that can undergo chemical rearrangement be an example of a concern? What should we do about chemically reactive metabolites?","Although there are relatively rare exceptions, most glutathione conjugates are formed by conjugation with reactive metabolites to form excretory metabolites that are not of toxicological concern. Most glucuronides are not of concern, except those that undergo chemical rearrangement (e.g., reactive acyl glucuronides). Highly chemically reactive metabolites, although of toxicological concern, do not generally accumulate in plasma due to their short half-life. Generally, it is not feasible to test highly reactive metabolites independently because of their instability, but they are assumed to contribute to the overall nonclinical toxicity of the drug.",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: Clarification is sought on metabolites that may not be of toxicological concern. In ICH M3(R2), what is meant by ""most"" in the phrase ""most glutathione conjugates""? Would acyl glucuronides that can undergo chemical rearrangement be an example of a concern? What should we do about chemically reactive metabolites?
  Answer: Although there are relatively rare exceptions, most glutathione conjugates are formed by conjugation with reactive metabolites to form excretory metabolites that are not of toxicological concern. Most glucuronides are not of concern, except those that undergo chemical rearrangement (e.g., reactive acyl glucuronides). Highly chemically reactive metabolites, although of toxicological concern, do not generally accumulate in plasma due to their short half-life. Generally, it is not feasible to test highly reactive metabolites independently because of their instability, but they are assumed to contribute to the overall nonclinical toxicity of the drug.
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"With reference to M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , Should safety pharmacology studies be conducted for metabolites that warrant nonclinical characterization?","Clinical studies assessing safety pharmacology endpoints are generally conducted during phase 1. These endpoints will have already been assessed in humans before a full characterization of the metabolites is conducted. Therefore, nonclinical safety pharmacology studies are generally not warranted for the characterization of metabolites. However, if a safety pharmacology signal is seen in humans that was not predicted by nonclinical studies with the parent, then additional safety pharmacology studies of these human metabolites can be considered to better understand the mechanism (see ICH S7A and ICH S7B).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: Should safety pharmacology studies be conducted for metabolites that warrant nonclinical characterization?
  Answer: Clinical studies assessing safety pharmacology endpoints are generally conducted during phase 1. These endpoints will have already been assessed in humans before a full characterization of the metabolites is conducted. Therefore, nonclinical safety pharmacology studies are generally not warranted for the characterization of metabolites. However, if a safety pharmacology signal is seen in humans that was not predicted by nonclinical studies with the parent, then additional safety pharmacology studies of these human metabolites can be considered to better understand the mechanism (see ICH S7A and ICH S7B).
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"Given the context of M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , What does ""in vitro biochemical information"" mean in section III (3), paragraph 1, of ICH M3(R2)?","In vitro biochemical information includes standard in vitro metabolic evaluation (e.g., cytochrome P450 (CYP) inhibition, pregnane X receptor (PXR) activation assays). It can include studies with hepatic microsomes/hepatocytes or studies on potential interactions via drug transporters.",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: What does ""in vitro biochemical information"" mean in section III (3), paragraph 1, of ICH M3(R2)?
  Answer: In vitro biochemical information includes standard in vitro metabolic evaluation (e.g., cytochrome P450 (CYP) inhibition, pregnane X receptor (PXR) activation assays). It can include studies with hepatic microsomes/hepatocytes or studies on potential interactions via drug transporters.
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"In accordance with M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , What should be the design of nonclinical studies for metabolites (e.g., species, duration, study type)?","This level of detail is generally out of scope for ICH M3(R2); study design should be considered on a case-by-case basis using scientific judgment in consultation with regulatory agencies. Also see answers to other questions in this section (e.g., Q3 and Q9).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: What should be the design of nonclinical studies for metabolites (e.g., species, duration, study type)?
  Answer: This level of detail is generally out of scope for ICH M3(R2); study design should be considered on a case-by-case basis using scientific judgment in consultation with regulatory agencies. Also see answers to other questions in this section (e.g., Q3 and Q9).
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"This question is about M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals  Does the guidance on metabolites in ICH M3(R2) apply to a prodrug (i.e., when a metabolite provides most of the pharmacologic activity)?","The guidance does not specifically address prodrugs. If the animal species converts the prodrug to the active metabolite similarly to humans, then a standard testing approach as recommended in ICH M3(R2) can be used. If the active metabolite is not adequately produced in the animal species, then the target molecule for toxicological evaluation is the active metabolite and therefore additional testing beyond that recommended for metabolites can be appropriate. Timing of the nonclinical testing of the active metabolite in this case should follow the general timelines as outlined in ICH M3(R2) rather than the timing indicated for metabolite testing in section III (3) of M3(R2).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: Does the guidance on metabolites in ICH M3(R2) apply to a prodrug (i.e., when a metabolite provides most of the pharmacologic activity)?
  Answer: The guidance does not specifically address prodrugs. If the animal species converts the prodrug to the active metabolite similarly to humans, then a standard testing approach as recommended in ICH M3(R2) can be used. If the active metabolite is not adequately produced in the animal species, then the target molecule for toxicological evaluation is the active metabolite and therefore additional testing beyond that recommended for metabolites can be appropriate. Timing of the nonclinical testing of the active metabolite in this case should follow the general timelines as outlined in ICH M3(R2) rather than the timing indicated for metabolite testing in section III (3) of M3(R2).
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"In accordance with M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , When is assessment of reversibility considered to be appropriate and is it important to demonstrate full reversibility or is it sufficient to demonstrate the potential for full reversibility?","ICH M3(R2) states the following in section I.D General Principles (1.4): ""The goals of the nonclinical safety evaluation generally include a characterization of toxic effects with respect to target organs, dose dependence, relationship to exposure, and, when appropriate, potential reversibility."" Evaluation of the potential for reversibility of toxicity (i.e., return to the original or normal condition) should be provided when there is severe toxicity in a nonclinical study with potential adverse clinical impact. The evaluation can be based on a study of reversibility or on a scientific assessment. The scientific assessment of reversibility can include the extent and severity of the pathologic lesion, the regenerative capacity of the organ system showing the effect and knowledge of other drugs causing the effect. Thus, recovery arms or studies are not always critical to conclude whether an adverse effect is reversible. The demonstration of full reversibility is not considered essential. A trend towards reversibility (decrease in incidence or severity), and scientific assessment that this trend would eventually progress to full reversibility, are generally sufficient. If full reversibility is not anticipated, this should be considered in the clinical risk assessment. A toxicity study that includes a terminal non-dosing period is generally warranted if a scientific assessment cannot predict whether the toxicity will be reversible and if:
* there is severe toxicity at clinically relevant exposures (e.g., \(\leq 10\)-fold the clinical exposure); or
* the toxicity is only detectable at an advanced stage of the pathophysiology in humans and where significant reduction in organ function is expected. (The assessment of reversibility in this case should be considered even at \(>10\)-fold exposure multiples.) A toxicity study that includes a terminal non-dosing period is generally not warranted when the toxicity:
* can be readily monitored in humans at an early stage before the toxicity becomes severe; or
* is known to be irrelevant to humans (e.g., rodent Harderian gland toxicity); or
* is only observed at high exposures not considered clinically relevant (see 2 above for exception); or
* is similar to that induced by related agents, and the toxicity based on prior clinical experience with these related agents is considered a manageable risk.
If a study of reversibility is called for, it should be available to support clinical studies of a duration similar to those at which the adverse effects were seen nonclinically. However, a reversibility study is generally not warranted to support clinical trials of a duration equivalent to that at which the adverse effect was not observed nonclinically. If a particular lesion is demonstrated to be reversible in a short duration (e.g., 2-week or 1-month) study, and does not progress in severity in longer term studies, repeating the reversibility assessment in longer term toxicity studies is generally not warranted. If a reversibility study is warranted, it is efficient to conduct it as part of a chronic study so that all toxicities of concern can be assessed in a single study, provided that it is not critical to conduct it earlier to support a specific clinical trial.",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: When is assessment of reversibility considered to be appropriate and is it important to demonstrate full reversibility or is it sufficient to demonstrate the potential for full reversibility?
  Answer: ICH M3(R2) states the following in section I.D General Principles (1.4): ""The goals of the nonclinical safety evaluation generally include a characterization of toxic effects with respect to target organs, dose dependence, relationship to exposure, and, when appropriate, potential reversibility."" Evaluation of the potential for reversibility of toxicity (i.e., return to the original or normal condition) should be provided when there is severe toxicity in a nonclinical study with potential adverse clinical impact. The evaluation can be based on a study of reversibility or on a scientific assessment. The scientific assessment of reversibility can include the extent and severity of the pathologic lesion, the regenerative capacity of the organ system showing the effect and knowledge of other drugs causing the effect. Thus, recovery arms or studies are not always critical to conclude whether an adverse effect is reversible. The demonstration of full reversibility is not considered essential. A trend towards reversibility (decrease in incidence or severity), and scientific assessment that this trend would eventually progress to full reversibility, are generally sufficient. If full reversibility is not anticipated, this should be considered in the clinical risk assessment. A toxicity study that includes a terminal non-dosing period is generally warranted if a scientific assessment cannot predict whether the toxicity will be reversible and if:
* there is severe toxicity at clinically relevant exposures (e.g., \(\leq 10\)-fold the clinical exposure); or
* the toxicity is only detectable at an advanced stage of the pathophysiology in humans and where significant reduction in organ function is expected. (The assessment of reversibility in this case should be considered even at \(>10\)-fold exposure multiples.) A toxicity study that includes a terminal non-dosing period is generally not warranted when the toxicity:
* can be readily monitored in humans at an early stage before the toxicity becomes severe; or
* is known to be irrelevant to humans (e.g., rodent Harderian gland toxicity); or
* is only observed at high exposures not considered clinically relevant (see 2 above for exception); or
* is similar to that induced by related agents, and the toxicity based on prior clinical experience with these related agents is considered a manageable risk.
If a study of reversibility is called for, it should be available to support clinical studies of a duration similar to those at which the adverse effects were seen nonclinically. However, a reversibility study is generally not warranted to support clinical trials of a duration equivalent to that at which the adverse effect was not observed nonclinically. If a particular lesion is demonstrated to be reversible in a short duration (e.g., 2-week or 1-month) study, and does not progress in severity in longer term studies, repeating the reversibility assessment in longer term toxicity studies is generally not warranted. If a reversibility study is warranted, it is efficient to conduct it as part of a chronic study so that all toxicities of concern can be assessed in a single study, provided that it is not critical to conduct it earlier to support a specific clinical trial.
  "
M3(R2)Nonclinical_Safety_Studies_for_the_Conduct_of_Human_Clinical_Trials_and_Marketing_Authorization_for_Pharmaceuticals__Questions_and_Answers_MARCH_2013.mmd,"Referring to M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals , If two (or more) late stage entities are combined but for one of them the human dosage/exposure will be higher than that already approved, is it important to conduct a combination toxicity study or are the existing nonclinical data and clinical experience with the lower dose considered adequate to address the nonclinical assessment?","If there has been previous clinical experience with the two entities used together, a combination toxicity study would generally not be recommended for an increase in dose/exposure of one of the entities unless this gave cause for significant toxicological concern. The level of concern would depend on the new exposure margins, the established safety profile of the individual agents, the degree of experience with the co-administration, and the ability to monitor any potential adverse effects in humans. If the increase in dose/exposure does cause concern and a study is conducted to address that concern, then it should generally be completed before carrying out clinical studies with the combination. If there is no clinical experience with the entities used together, see paragraph 4 of section XVII (17) of ICH M3(R2).",M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals ,"Question: If two (or more) late stage entities are combined but for one of them the human dosage/exposure will be higher than that already approved, is it important to conduct a combination toxicity study or are the existing nonclinical data and clinical experience with the lower dose considered adequate to address the nonclinical assessment?
  Answer: If there has been previous clinical experience with the two entities used together, a combination toxicity study would generally not be recommended for an increase in dose/exposure of one of the entities unless this gave cause for significant toxicological concern. The level of concern would depend on the new exposure margins, the established safety profile of the individual agents, the degree of experience with the co-administration, and the ability to monitor any potential adverse effects in humans. If the increase in dose/exposure does cause concern and a study is conducted to address that concern, then it should generally be completed before carrying out clinical studies with the combination. If there is no clinical experience with the entities used together, see paragraph 4 of section XVII (17) of ICH M3(R2).
  "
